sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
crosswoz_8202_turn3,31.61,very_long,non-streaming,3215.61,3158.00,57.62,
crosswoz_8672_turn3,31.66,very_long,streaming,1294.09,1210.57,83.52,
crosswoz_8672_turn3,31.66,very_long,non-streaming,3306.47,3230.98,75.49,
multiwoz_MUL0666_turn3,31.97,very_long,streaming,1176.56,1090.21,86.36,
multiwoz_MUL0666_turn3,31.97,very_long,non-streaming,2827.90,2762.09,65.81,
multiwoz_MUL1031_turn3,32.00,very_long,streaming,1502.86,1418.90,83.95,
multiwoz_MUL1031_turn3,32.00,very_long,non-streaming,2714.33,2670.26,44.07,
crosswoz_12315_turn3,32.11,very_long,streaming,1668.54,1583.33,85.22,
crosswoz_12315_turn3,32.11,very_long,non-streaming,3424.42,3357.57,66.85,
multiwoz_MUL1003_turn4,32.67,very_long,streaming,1544.91,1458.01,86.90,
multiwoz_MUL1003_turn4,32.67,very_long,non-streaming,2933.53,2867.84,65.68,
crosswoz_9033_turn3,32.70,very_long,streaming,1296.23,1210.78,85.44,
crosswoz_9033_turn3,32.70,very_long,non-streaming,3361.30,3303.80,57.50,
multiwoz_MUL0023_turn3,32.86,very_long,streaming,1639.51,1554.03,85.48,
multiwoz_MUL0023_turn3,32.86,very_long,non-streaming,2637.10,2586.84,50.26,
multiwoz_PMUL2296_turn3,32.88,very_long,streaming,1115.85,1032.77,83.08,
multiwoz_PMUL2296_turn3,32.88,very_long,non-streaming,2829.15,2763.28,65.87,
multiwoz_PMUL0322_turn4,32.95,very_long,streaming,1425.08,1335.08,90.00,
multiwoz_PMUL0322_turn4,32.95,very_long,non-streaming,2953.59,2887.38,66.21,
crosswoz_11248_turn2,33.08,very_long,streaming,1067.85,982.98,84.87,
crosswoz_11248_turn2,33.08,very_long,non-streaming,3039.85,2982.13,57.72,
multiwoz_MUL2157_turn3,33.35,very_long,streaming,1506.12,1420.61,85.51,
multiwoz_MUL2157_turn3,33.35,very_long,non-streaming,2807.83,2742.42,65.41,
multiwoz_PMUL2936_turn4,33.53,very_long,streaming,1493.23,1409.11,84.12,
multiwoz_PMUL2936_turn4,33.53,very_long,non-streaming,2484.64,2435.59,49.05,
crosswoz_10296_turn3,33.55,very_long,streaming,1464.83,1373.98,90.86,
crosswoz_10296_turn3,33.55,very_long,non-streaming,3346.11,3293.05,53.06,
crosswoz_962_turn3,33.74,very_long,streaming,1272.35,1184.27,88.08,
crosswoz_962_turn3,33.74,very_long,non-streaming,3501.97,3453.43,48.54,
crosswoz_7652_turn2,33.83,very_long,streaming,1428.24,1343.69,84.55,
crosswoz_7652_turn2,33.83,very_long,non-streaming,3471.31,3423.85,47.46,
crosswoz_11361_turn3,34.16,very_long,streaming,1495.47,1409.64,85.83,
crosswoz_11361_turn3,34.16,very_long,non-streaming,3452.06,3394.50,57.57,
